experiment_name,dataset_id,split_id,graph_seed,scenario_id,severity,oracle_labels,scenario_applied,base_graph_path,graph_path,n_nodes,n_edges,mean_in_degree,median_in_degree,mean_out_degree,median_out_degree,heterophily_ratio,pos_rate
gfd_kaggle_notebook_v3_final_r6,yelpchi,s0,717,clean,0.0,False,True,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.14529746770858765
gfd_kaggle_notebook_v3_final_r6,yelpchi,s0,0,heterophily_rewire_oracle,0.0,True,False,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.14529746770858765
gfd_kaggle_notebook_v3_final_r6,yelpchi,s0,1,heterophily_rewire_oracle,0.0,True,False,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.14529746770858765
gfd_kaggle_notebook_v3_final_r6,yelpchi,s0,0,heterophily_rewire_oracle,0.15,True,True,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,/kaggle/working/gfd-robustness-v3-final-r6/graphs/variants/yelpchi/s0/heterophily_rewire_oracle/0.15/seed_0/graph.bin,45954,8051348,175.2045135498047,173.0,175.2045135498047,175.0,0.34289029240608215,0.14529746770858765
gfd_kaggle_notebook_v3_final_r6,yelpchi,s0,1,heterophily_rewire_oracle,0.15,True,True,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,/kaggle/working/gfd-robustness-v3-final-r6/graphs/variants/yelpchi/s0/heterophily_rewire_oracle/0.15/seed_1/graph.bin,45954,8051348,175.2045135498047,173.0,175.2045135498047,175.0,0.3429500162601471,0.14529746770858765
gfd_kaggle_notebook_v3_final_r6,yelpchi,s0,0,heterophily_rewire_oracle,0.3,True,True,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,/kaggle/working/gfd-robustness-v3-final-r6/graphs/variants/yelpchi/s0/heterophily_rewire_oracle/0.30/seed_0/graph.bin,45954,8051348,175.2045135498047,149.0,175.2045135498047,175.0,0.4587487578392029,0.14529746770858765
gfd_kaggle_notebook_v3_final_r6,yelpchi,s0,1,heterophily_rewire_oracle,0.3,True,True,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,/kaggle/working/gfd-robustness-v3-final-r6/graphs/variants/yelpchi/s0/heterophily_rewire_oracle/0.30/seed_1/graph.bin,45954,8051348,175.2045135498047,149.0,175.2045135498047,175.0,0.4587411880493164,0.14529746770858765
gfd_kaggle_notebook_v3_final_r6,yelpchi,s0,0,heterophily_rewire_nonoracle,0.0,False,False,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.14529746770858765
gfd_kaggle_notebook_v3_final_r6,yelpchi,s0,1,heterophily_rewire_nonoracle,0.0,False,False,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.14529746770858765
gfd_kaggle_notebook_v3_final_r6,yelpchi,s0,0,heterophily_rewire_nonoracle,0.15,False,True,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,/kaggle/working/gfd-robustness-v3-final-r6/graphs/variants/yelpchi/s0/heterophily_rewire_nonoracle/0.15/seed_0/graph.bin,45954,8051348,175.2045135498047,174.0,175.2045135498047,175.0,0.23019449412822723,0.14529746770858765
gfd_kaggle_notebook_v3_final_r6,yelpchi,s0,1,heterophily_rewire_nonoracle,0.15,False,True,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,/kaggle/working/gfd-robustness-v3-final-r6/graphs/variants/yelpchi/s0/heterophily_rewire_nonoracle/0.15/seed_1/graph.bin,45954,8051348,175.2045135498047,174.0,175.2045135498047,175.0,0.22956590354442596,0.14529746770858765
gfd_kaggle_notebook_v3_final_r6,yelpchi,s0,0,heterophily_rewire_nonoracle,0.3,False,True,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,/kaggle/working/gfd-robustness-v3-final-r6/graphs/variants/yelpchi/s0/heterophily_rewire_nonoracle/0.30/seed_0/graph.bin,45954,8051348,175.2045135498047,173.0,175.2045135498047,175.0,0.2318863868713379,0.14529746770858765
gfd_kaggle_notebook_v3_final_r6,yelpchi,s0,1,heterophily_rewire_nonoracle,0.3,False,True,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,/kaggle/working/gfd-robustness-v3-final-r6/graphs/variants/yelpchi/s0/heterophily_rewire_nonoracle/0.30/seed_1/graph.bin,45954,8051348,175.2045135498047,173.0,175.2045135498047,175.0,0.23207567632198334,0.14529746770858765
gfd_kaggle_notebook_v3_final_r6,yelpchi,s0,0,camouflage_feature_oracle,0.0,True,False,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.14529746770858765
gfd_kaggle_notebook_v3_final_r6,yelpchi,s0,1,camouflage_feature_oracle,0.0,True,False,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.14529746770858765
gfd_kaggle_notebook_v3_final_r6,yelpchi,s0,0,camouflage_feature_oracle,0.15,True,True,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,/kaggle/working/gfd-robustness-v3-final-r6/graphs/variants/yelpchi/s0/camouflage_feature_oracle/0.15/seed_0/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.14529746770858765
gfd_kaggle_notebook_v3_final_r6,yelpchi,s0,1,camouflage_feature_oracle,0.15,True,True,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,/kaggle/working/gfd-robustness-v3-final-r6/graphs/variants/yelpchi/s0/camouflage_feature_oracle/0.15/seed_1/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.14529746770858765
gfd_kaggle_notebook_v3_final_r6,yelpchi,s0,0,camouflage_feature_oracle,0.3,True,True,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,/kaggle/working/gfd-robustness-v3-final-r6/graphs/variants/yelpchi/s0/camouflage_feature_oracle/0.30/seed_0/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.14529746770858765
gfd_kaggle_notebook_v3_final_r6,yelpchi,s0,1,camouflage_feature_oracle,0.3,True,True,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,/kaggle/working/gfd-robustness-v3-final-r6/graphs/variants/yelpchi/s0/camouflage_feature_oracle/0.30/seed_1/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.14529746770858765
gfd_kaggle_notebook_v3_final_r6,yelpchi,s0,0,camouflage_relation_oracle,0.0,True,False,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.14529746770858765
gfd_kaggle_notebook_v3_final_r6,yelpchi,s0,1,camouflage_relation_oracle,0.0,True,False,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.14529746770858765
gfd_kaggle_notebook_v3_final_r6,yelpchi,s0,0,camouflage_relation_oracle,0.15,True,True,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,/kaggle/working/gfd-robustness-v3-final-r6/graphs/variants/yelpchi/s0/camouflage_relation_oracle/0.15/seed_0/graph.bin,45954,8052349,175.22628784179688,175.0,175.22628784179688,175.0,0.2271004468202591,0.14529746770858765
gfd_kaggle_notebook_v3_final_r6,yelpchi,s0,1,camouflage_relation_oracle,0.15,True,True,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,/kaggle/working/gfd-robustness-v3-final-r6/graphs/variants/yelpchi/s0/camouflage_relation_oracle/0.15/seed_1/graph.bin,45954,8052349,175.22628784179688,175.0,175.22628784179688,175.0,0.2271004468202591,0.14529746770858765
gfd_kaggle_notebook_v3_final_r6,yelpchi,s0,0,camouflage_relation_oracle,0.3,True,True,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,/kaggle/working/gfd-robustness-v3-final-r6/graphs/variants/yelpchi/s0/camouflage_relation_oracle/0.30/seed_0/graph.bin,45954,8053351,175.2480926513672,175.0,175.2480926513672,175.0,0.22732102870941162,0.14529746770858765
gfd_kaggle_notebook_v3_final_r6,yelpchi,s0,1,camouflage_relation_oracle,0.3,True,True,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,/kaggle/working/gfd-robustness-v3-final-r6/graphs/variants/yelpchi/s0/camouflage_relation_oracle/0.30/seed_1/graph.bin,45954,8053351,175.2480926513672,175.0,175.2480926513672,175.0,0.22732102870941162,0.14529746770858765
gfd_kaggle_notebook_v3_final_r6,yelpchi,s0,0,noise_edges_uniform,0.0,False,False,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.14529746770858765
gfd_kaggle_notebook_v3_final_r6,yelpchi,s0,1,noise_edges_uniform,0.0,False,False,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.14529746770858765
gfd_kaggle_notebook_v3_final_r6,yelpchi,s0,0,noise_edges_uniform,0.1,False,True,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,/kaggle/working/gfd-robustness-v3-final-r6/graphs/variants/yelpchi/s0/noise_edges_uniform/0.10/seed_0/graph.bin,45954,8856482,192.72494506835938,193.0,192.72494506835938,193.0,0.22878971695899963,0.14529746770858765
gfd_kaggle_notebook_v3_final_r6,yelpchi,s0,1,noise_edges_uniform,0.1,False,True,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,/kaggle/working/gfd-robustness-v3-final-r6/graphs/variants/yelpchi/s0/noise_edges_uniform/0.10/seed_1/graph.bin,45954,8856482,192.72494506835938,193.0,192.72494506835938,193.0,0.22880913317203522,0.14529746770858765
gfd_kaggle_notebook_v3_final_r6,yelpchi,s0,0,noise_edges_uniform,0.2,False,True,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,/kaggle/working/gfd-robustness-v3-final-r6/graphs/variants/yelpchi/s0/noise_edges_uniform/0.20/seed_0/graph.bin,45954,9661617,210.24539184570312,210.0,210.24539184570312,210.0,0.23046959936618805,0.14529746770858765
gfd_kaggle_notebook_v3_final_r6,yelpchi,s0,1,noise_edges_uniform,0.2,False,True,/kaggle/working/gfd-robustness-v3-final-r6/graphs/base/yelpchi/s0/graph.bin,/kaggle/working/gfd-robustness-v3-final-r6/graphs/variants/yelpchi/s0/noise_edges_uniform/0.20/seed_1/graph.bin,45954,9661617,210.24539184570312,210.0,210.24539184570312,210.0,0.2303442507982254,0.14529746770858765
